"시도교육청","교육지원청","지역","정보공시 학교코드","학교명","학교급코드","설립구분","제외여부","제외사유","1학년 학급수","1학년 학생수","1학년 학급당 학생수","2학년 학급수","2학년 학생수","2학년 학급당 학생수","3학년 학급수","3학년 학생수","3학년 학급당 학생수","4학년 학급수","4학년 학생수","4학년 학급당 학생수","5학년 학급수","5학년 학생수","5학년 학급당 학생수","6학년 학급수","6학년 학생수","6학년 학급당 학생수","특수학급 학급수","특수학급 학생수","특수학급 학급당 학생수","순회학급 학급수","순회학급 학생수","순회학급 학급당 학생수","학급수(계)","학생수(계)","학급당 학생수(계)","교사수","수업교원 1인당 학생수"
"전북특별자치도교육청","전북특별자치도익산교육지원청","전북특별자치도 익산시","S130001172","왕북초등학교","02","공립","N","","0","0","0","0","0","0","1","12","12","1","5","5","1","9","9","1","2","2","0","0","0","0","0","0","4","28","7","6","4.7"
"전북특별자치도교육청","전북특별자치도익산교육지원청","전북특별자치도 익산시","S130001173","용남초등학교","02","공립","N","","1","5","5","0","0","0","0","0","0","1","5","5","0","0","0","1","8","8","0","0","0","0","0","0","3","18","6","4","4.5"
"전북특별자치도교육청","전북특별자치도익산교육지원청","전북특별자치도 익산시","S130001174","용북초등학교","02","공립","N","","0","0","0","0","0","0","0","0","0","1","5","5","0","0","0","1","2","2","0","0","0","0","0","0","2","7","3.5","3","2.3"
"전북특별자치도교육청","전북특별자치도익산교육지원청","전북특별자치도 익산시","S130001175","용산초등학교","02","공립","N","","1","7","7","1","5","5","1","8","8","1","11","11","1","11","11","1","6","6","0","0","0","0","0","0","6","48","8","7","6.9"
"전북특별자치도교육청","전북특별자치도익산교육지원청","전북특별자치도 익산시","S130001176","용성초등학교","02","공립","N","","0","0","0","0","0","0","1","4","4","1","2","2","1","4","4","0","0","0","0","0","0","0","0","0","3","10","3.3","4","2.5"
"전북특별자치도교육청","전북특별자치도익산교육지원청","전북특별자치도 익산시","S130001177","용안초등학교","02","공립","N","","0","0","0","1","1","1","1","0","0","1","2","2","1","2","2","1","4","4","1","3","3","0","0","0","6","12","2","7","1.7"
"전북특별자치도교육청","전북특별자치도익산교육지원청","전북특별자치도 익산시","S130001179","웅포초등학교","02","공립","N","","0","0","0","1","1","1","1","2","2","1","2","2","1","5","5","1","1","1","0","0","0","0","0","0","5","11","2.2","6","1.8"
"전북특별자치도교육청","전북특별자치도익산교육지원청","전북특별자치도 익산시","S130001180","이리계문초등학교","02","공립","N","","1","5","5","1","7","7","1","4","4","1","12","12","1","8","8","1","5","5","1","4","4","0","0","0","7","45","6.4","8","5.6"
"전북특별자치도교육청","전북특별자치도익산교육지원청","전북특별자치도 익산시","S130001181","이리고현초등학교","02","공립","N","","2","29","14.5","2","32","16","2","33","16.5","2","48","24","2","35","17.5","3","56","18.7","1","5","5","0","0","0","14","238","17","16","14.9"
"전북특별자치도교육청","전북특별자치도익산교육지원청","전북특별자치도 익산시","S130001182","이리남창초등학교","02","공립","N","","1","6","6","1","6","6","1","5","5","1","8","8","1","12","12","1","13","13","0","0","0","0","0","0","6","50","8.3","7","7.1"
"전북특별자치도교육청","전북특별자치도익산교육지원청","전북특별자치도 익산시","S130001183","이리남초등학교","02","공립","N","","1","3","3","1","9","9","1","10","10","0","0","0","1","9","9","1","8","8","0","0","0","0","0","0","5","39","7.8","7","5.6"
"전북특별자치도교육청","전북특별자치도익산교육지원청","전북특별자치도 익산시","S130001184","이리동남초등학교","02","공립","N","","6","104","17.3","4","60","15","5","86","17.2","3","69","23","3","59","19.7","3","64","21.3","1","6","6","0","0","0","25","448","17.9","29","15.4"
"전북특별자치도교육청","전북특별자치도익산교육지원청","전북특별자치도 익산시","S130001185","이리동북초등학교","02","공립","N","","2","38","19","3","42","14","3","40","13.3","2","34","17","2","39","19.5","3","60","20","2","11","5.5","0","0","0","17","264","15.5","20","13.2"
"전북특별자치도교육청","전북특별자치도익산교육지원청","전북특별자치도 익산시","S130001186","이리동산초등학교","02","공립","N","","3","46","15.3","3","52","17.3","4","66","16.5","4","91","22.8","4","89","22.3","4","99","24.8","1","6","6","0","0","0","23","449","19.5","27","16.6"
"전북특별자치도교육청","전북특별자치도익산교육지원청","전북특별자치도 익산시","S130001187","이리동초등학교","02","공립","N","","2","30","15","2","30","15","3","46","15.3","2","44","22","3","58","19.3","3","78","26","2","12","6","0","0","0","17","298","17.5","21","14.2"
"전북특별자치도교육청","전북특별자치도익산교육지원청","전북특별자치도 익산시","S130001188","이리마한초등학교","02","공립","N","","2","26","13","2","37","18.5","3","51","17","3","56","18.7","3","53","17.7","2","49","24.5","1","6","6","0","0","0","16","278","17.4","21","13.2"
"전북특별자치도교육청","전북특별자치도익산교육지원청","전북특별자치도 익산시","S130001189","이리모현초등학교","02","공립","N","","5","94","18.8","6","109","18.2","7","125","17.9","6","142","23.7","6","141","23.5","6","139","23.2","1","6","6","0","0","0","37","756","20.4","46","16.4"
"전북특별자치도교육청","전북특별자치도익산교육지원청","전북특별자치도 익산시","S130001190","이리백제초등학교","02","공립","N","","2","33","16.5","4","71","17.8","4","68","17","3","79","26.3","4","94","23.5","5","86","17.2","2","12","6","0","0","0","24","443","18.5","32","13.8"
"전북특별자치도교육청","전북특별자치도익산교육지원청","전북특별자치도 익산시","S130001191","이리부송초등학교","02","공립","N","","3","42","14","2","32","16","2","41","20.5","3","52","17.3","3","51","17","2","43","21.5","2","12","6","0","0","0","17","273","16.1","20","13.7"
"전북특별자치도교육청","전북특별자치도익산교육지원청","전북특별자치도 익산시","S130001192","이리부천초등학교","02","공립","N","","3","49","16.3","3","52","17.3","3","45","15","3","67","22.3","3","77","25.7","4","95","23.8","2","11","5.5","0","0","0","21","396","18.9","25","15.8"
"전북특별자치도교육청","전북특별자치도익산교육지원청","전북특별자치도 익산시","S130001193","이리북일초등학교","02","공립","N","","1","16","16","1","10","10","1","9","9","1","12","12","1","14","14","1","14","14","0","0","0","0","0","0","6","75","12.5","7","10.7"
"전북특별자치도교육청","전북특별자치도익산교육지원청","전북특별자치도 익산시","S130001194","이리북초등학교","02","공립","N","","1","15","15","1","15","15","1","20","20","2","32","16","2","27","13.5","1","24","24","1","7","7","0","0","0","9","140","15.6","12","11.7"
